date,open,high,low,close,adj_close,volume
2020-01-02,13233.7099609375,13425.0302734375,13225.16015625,13385.9296875,13385.9296875,75341400
2020-01-03,13266.3896484375,13282.740234375,13120.7197265625,13219.1396484375,13219.1396484375,80793400
2020-01-06,13085.490234375,13143.1103515625,12948.169921875,13126.990234375,13126.990234375,71778600
2020-01-07,13199.58984375,13283.8798828125,13166.400390625,13226.830078125,13226.830078125,78282300
2020-01-08,13140.490234375,13334.0400390625,13106.26953125,13320.1796875,13320.1796875,88178800
2020-01-09,13474.759765625,13523.33984375,13456.7802734375,13495.0595703125,13495.0595703125,86965600
2020-01-10,13533.4599609375,13548.2001953125,13483.3095703125,13483.3095703125,13483.3095703125,77941000
2020-01-13,13521.8603515625,13529.2099609375,13404.7197265625,13451.51953125,13451.51953125,67208300
2020-01-14,13439.2001953125,13487.900390625,13362.2001953125,13456.490234375,13456.490234375,74555400
2020-01-15,13444.9501953125,13458.91015625,13388.48046875,13432.2998046875,13432.2998046875,72046400
2020-01-16,13463.4599609375,13492.740234375,13382.98046875,13429.4296875,13429.4296875,39611800
2020-01-17,13513.48046875,13557.7802734375,13497.2998046875,13526.1298828125,13526.1298828125,86342800
2020-01-20,13503.830078125,13550.830078125,13487.2099609375,13548.9404296875,13548.9404296875,52882400
2020-01-21,13456.900390625,13560.6796875,13443.25,13555.8701171875,13555.8701171875,64630900
2020-01-22,13601.650390625,13640.0595703125,13498.0302734375,13515.75,13515.75,73130700
2020-01-23,13455.900390625,13486.1396484375,13382.23046875,13388.419921875,13388.419921875,90749900
2020-01-24,13512.83984375,13604.849609375,13510.7900390625,13576.6796875,13576.6796875,87986400
2020-01-27,13374.990234375,13399.419921875,13195.2802734375,13204.76953125,13204.76953125,101409200
2020-01-28,13274.009765625,13327.1201171875,13163.3603515625,13323.6904296875,13323.6904296875,91825300
2020-01-29,13316.419921875,13371.2998046875,13296.0302734375,13345.0,13345.0,67876800
2020-01-30,13186.490234375,13262.1796875,13118.9697265625,13157.1201171875,13157.1201171875,100706100
2020-01-31,13196.7998046875,13208.4697265625,12973.7001953125,12981.9697265625,12981.9697265625,106903800
2020-02-03,13033.169921875,13077.5703125,12987.5302734375,13045.1904296875,13045.1904296875,81389100
2020-02-04,13135.6103515625,13282.6298828125,13131.0703125,13281.740234375,13281.740234375,80887400
2020-02-05,13224.26953125,13488.580078125,13223.1396484375,13478.330078125,13478.330078125,108453900
2020-02-06,13570.330078125,13606.9697265625,13533.66015625,13574.8203125,13574.8203125,114567900
2020-02-07,13530.76953125,13551.0302734375,13463.98046875,13513.8095703125,13513.8095703125,87036900
2020-02-10,13476.0,13501.740234375,13445.41015625,13494.0302734375,13494.0302734375,60456500
2020-02-11,13604.740234375,13668.4296875,13557.9599609375,13627.83984375,13627.83984375,104753500
2020-02-12,13671.150390625,13758.7001953125,13658.150390625,13749.7802734375,13749.7802734375,86733300
2020-02-13,13695.9296875,13745.4296875,13576.9599609375,13745.4296875,13745.4296875,92087000
2020-02-14,13756.4697265625,13788.509765625,13728.1201171875,13744.2099609375,13744.2099609375,66314900
2020-02-17,13770.669921875,13795.240234375,13754.0400390625,13783.8896484375,13783.8896484375,57400100
2020-02-18,13668.9404296875,13731.3896484375,13660.4501953125,13681.1904296875,13681.1904296875,82088700
2020-02-19,13751.0498046875,13789.0,13710.7802734375,13789.0,13789.0,90192900
2020-02-20,13774.4404296875,13788.41015625,13664.0,13664.0,13664.0,86435200
2020-02-21,13609.9404296875,13689.23046875,13500.5,13579.330078125,13579.330078125,108765400
2020-02-24,13231.3798828125,13236.580078125,12982.1396484375,13035.240234375,13035.240234375,165148900
2020-02-25,13132.0400390625,13132.0400390625,12778.66015625,12790.490234375,12790.490234375,129552500
2020-02-26,12682.16015625,12849.169921875,12368.0498046875,12774.8798828125,12774.8798828125,163618900
2020-02-27,12526.599609375,12593.6201171875,12211.6298828125,12367.4599609375,12367.4599609375,191240900
2020-02-28,11891.8701171875,12008.58984375,11724.1201171875,11890.349609375,11890.349609375,274623700
2020-03-02,12030.26953125,12121.599609375,11624.6298828125,11857.8701171875,11857.8701171875,207214100
2020-03-03,12013.0595703125,12272.990234375,11906.8203125,11985.3896484375,11985.3896484375,195936600
2020-03-04,11992.58984375,12199.8203125,11929.240234375,12127.6904296875,12127.6904296875,147845700
2020-03-05,12191.41015625,12207.76953125,11844.8798828125,11944.7197265625,11944.7197265625,148086000
2020-03-06,11694.5595703125,11769.849609375,11447.2001953125,11541.8701171875,11541.8701171875,195038500
2020-03-09,10690.080078125,10995.2197265625,10556.6396484375,10625.01953125,10625.01953125,305324300
2020-03-10,10724.98046875,11032.2900390625,10423.900390625,10475.490234375,10475.490234375,267400800
2020-03-11,10601.849609375,10761.4296875,10390.509765625,10438.6796875,10438.6796875,216708900
2020-03-12,9863.990234375,9932.5595703125,9139.1201171875,9161.1298828125,9161.1298828125,390477000
2020-03-13,9480.7802734375,9985.740234375,9064.6796875,9232.080078125,9232.080078125,325900900
2020-03-16,8728.48046875,8967.1103515625,8255.650390625,8742.25,8742.25,302202400
2020-03-17,9141.169921875,9145.9296875,8423.5595703125,8939.099609375,8939.099609375,220092600
2020-03-18,8613.349609375,8670.41015625,8400.1796875,8441.7099609375,8441.7099609375,207558900
2020-03-19,8495.9404296875,8668.48046875,8257.5302734375,8610.4296875,8610.4296875,205539300
2020-03-20,9080.490234375,9201.0703125,8838.2998046875,8928.9501953125,8928.9501953125,286466000
2020-03-23,8536.330078125,9071.1396484375,8480.2802734375,8741.150390625,8741.150390625,197208600
2020-03-24,9242.0595703125,9700.5703125,9102.169921875,9700.5703125,9700.5703125,203840700
