date,open,high,low,close,volume
2020-10-15,3369.72,3392.93,3363.81,3371.4,273852000.0
2020-10-16,3374.17,3400.42,3362.18,3380.17,349323000.0
2020-10-19,3398.75,3430.56,3349.16,3354.31,412647000.0
2020-10-20,3352.03,3365.18,3340.84,3363.5,263925000.0
2020-10-21,3372.69,3380.05,3351.72,3377.42,313295000.0
2020-10-22,3370.08,3378.65,3328.32,3369.53,273989000.0
2020-10-23,3364.6,3395.41,3346.61,3346.61,339116000.0
2020-10-26,3320.03,3328.68,3288.58,3304.7,346501000.0
2020-10-27,3298.06,3305.61,3281.62,3294.09,255794999.99999997
2020-10-28,3295.44,3324.8,3285.04,3313.23,282798000.0
2020-10-29,3278.98,3351.12,3277.57,3324.44,302190000.0
2020-10-30,3321.94,3332.87,3271.27,3280.38,357371000.0
2020-11-02,3280.62,3298.08,3249.96,3265.9,346654000.0
2020-11-03,3284.04,3324.41,3282.55,3307.48,340855000.0
2020-11-04,3311.54,3340.53,3301.32,3332.19,283449000.0
2020-11-05,3366.4,3386.98,3345.2,3369.5,312771000.0
2020-11-06,3380.2,3380.2,3339.47,3359.12,350319000.0
2020-11-09,3382.8,3428.13,3382.8,3418.28,439181000.00000006
2020-11-10,3439.36,3440.56,3402.38,3416.14,417616000.0
2020-11-11,3415.88,3432.27,3407.84,3411.23,404152000.0
2020-11-12,3413.21,3420.65,3387.33,3397.35,270985000.0
2020-11-13,3376.91,3377.16,3318.45,3338.31,345137000.0
2020-11-16,3352.69,3377.11,3344.4,3377.11,323249000.0
2020-11-17,3376.87,3388.96,3362.5,3379.27,330742000.0
2020-11-18,3377.84,3408.3,3373.0,3387.04,436059000.0
2020-11-19,3377.23,3415.86,3372.84,3410.09,326062000.0
2020-11-20,3407.73,3415.25,3398.79,3411.93,297207000.0
2020-11-23,3427.78,3485.89,3426.78,3469.8,492516000.0
2020-11-24,3461.43,3470.91,3437.73,3442.72,342401000.0
2020-11-25,3461.48,3475.25,3420.29,3420.29,406638000.0
2020-11-26,3418.56,3447.61,3414.06,3445.74,334653000.0
2020-11-27,3453.31,3498.66,3447.61,3498.66,539012000.0
2020-11-30,3509.66,3570.22,3469.42,3469.42,842929999.9999999
2020-12-01,3480.56,3559.07,3476.94,3554.01,524887000.0
2020-12-02,3555.6,3568.72,3527.12,3545.34,394428000.0
2020-12-03,3545.28,3550.1,3519.43,3536.81,358679000.0
2020-12-04,3535.94,3546.71,3504.43,3541.52,332386000.0
2020-12-07,3547.93,3548.78,3495.65,3509.94,354507000.0
2020-12-08,3512.86,3529.35,3490.89,3499.06,289359000.0
2020-12-09,3511.76,3517.92,3468.0,3468.53,306547000.0
2020-12-10,3464.94,3478.91,3442.15,3459.03,292284000.0
2020-12-11,3473.87,3477.47,3404.93,3427.86,389064000.0
2020-12-14,3443.03,3472.12,3435.31,3467.77,249821999.99999997
2020-12-15,3466.49,3476.88,3443.86,3468.83,261542000.0
2020-12-16,3480.93,3494.65,3469.55,3485.4,224625000.0
2020-12-17,3497.39,3543.73,3491.92,3539.54,270912000.0
2020-12-18,3529.02,3538.57,3493.3,3507.97,262778000.00000003
2020-12-21,3505.91,3531.42,3481.26,3522.26,267176000.00000003
2020-12-22,3519.05,3526.11,3467.53,3470.9,348785000.0
2020-12-23,3483.19,3516.02,3473.1,3494.59,272388000.0
2020-12-24,3495.85,3521.04,3474.02,3489.27,201196000.0
2020-12-25,3476.55,3514.51,3468.4,3512.49,210546999.99999997
2020-12-28,3514.71,3548.53,3503.97,3523.84,264133000.0
2020-12-29,3533.13,3539.67,3513.66,3517.35,260146000.0
