date,open,high,low,close,volume,cr-ma3,cci,cr-ma1,cr-ma2,change,ppoh,kdjj_9,ppo,ppos,stochrsi,close_
2008-01-04,-0.007091043611447634,-0.014766831288076987,-0.007421277760293443,-0.00018055689205997982,-0.2695289955480056,-47.16974613545965,-59.30145338050613,-47.16974613545965,-47.16974613545965,0.6539379645745136,-0.0009897883142442575,51.71356306307209,-0.01854820477375656,-0.017558416459512304,100.0,6.169846534729004
2008-01-07,-1.2219721068351674e-07,0.010814287078853901,0.002085628110547022,0.021630947450937077,0.02863653371977226,-47.16974613545965,76.11964047717808,-47.16974613545965,-47.16974613545965,2.9236563948081162,0.07250237529141185,75.21953422226773,0.09208656912463101,0.019584193833219164,100.0,6.350231647491455
2008-01-08,0.03074362031652611,0.01200530349742479,0.012751716479593389,-0.010525241396539542,-0.24836078987389254,-47.16974613545965,34.67410611267301,33.01875982348025,-47.16974613545965,-3.401714794050281,-0.005305110078494995,53.758151771910065,0.012032678741811314,0.01733778882030631,55.45539066143995,6.134214878082275
2008-01-09,-0.0064132680984432255,-0.00011747387519212005,0.006613466194526962,0.016767002936841413,-0.2734353343957501,-47.16974613545965,60.01503824523335,18.4551047254444,-47.16974613545965,3.104004771002966,0.05620279480105348,71.72483872517206,0.09443940962722511,0.038236614826171626,78.52705057630702,6.324621200561523
2008-01-10,0.031652633313079104,0.02693761965295849,0.03176054363858105,0.005314318876201263,-0.054305279364318504,-47.16974613545965,149.92709244780485,19.720664319617114,33.01875982348025,-1.0387303927141822,0.044482146046650725,62.92068773199915,0.09779017929547214,0.05330803324882141,70.71814941020487,6.258925437927246
2008-01-11,0.001908668025446536,0.011284981018193196,0.01778552569955516,0.016348717678731806,-0.09626115515836953,-47.16974613545965,101.8215608671833,19.725808823074743,18.4551047254444,1.3342762007198194,0.08241950993583974,69.01239949810507,0.161800267200054,0.07938075726421426,78.19173972412258,6.342436790466309
2008-01-14,0.017785666463567162,0.043387502479151685,0.03163575054691714,0.05788579648138081,0.42713559782345323,-47.16974613545965,198.00471991157838,31.80288396641285,19.720664319617114,4.8455257756265135,0.2801104917091607,92.64858101873747,0.4436360222692192,0.1635255305600585,95.8677375937961,6.649761199951172
2008-01-15,0.06474221033740535,0.12560040205565293,0.08108585551649927,0.10973055542656596,0.9200299516534727,-47.16974613545965,252.9559625833159,18.553446109127634,19.725808823074743,6.195556148336823,0.617073764792748,92.32435547265578,0.9587831715851289,0.341709406792381,100.0,7.061750888824463
2008-01-16,0.10894197503230685,0.10679012599091386,0.11140363043121848,0.1060940329674045,0.025450376540109954,33.01875982348025,177.70358093772705,27.1987714915374,18.640778949434136,0.7411088711923641,0.7854557637996418,94.05246088233369,1.3471497790115659,0.5616940152119241,100.0,7.114086151123047
2008-01-17,0.10450845933774966,0.1122935293750218,0.08378175893023077,0.11274859490646372,0.49187735850086334,18.4551047254444,139.5217589263922,35.27850326287498,22.686392884656954,1.643459621484089,0.8928971640152668,96.836972638719,1.6987921761387197,0.8058950121234529,100.0,7.231003284454346
