date,open,high,low,close,volume,cr-ma3,cci,cr-ma1,cr-ma2,change,ppoh,kdjj_9,ppo,ppos,stochrsi,close_
2008-01-04,-0.007854428627184551,0.0004092425411459377,0.002106175629775331,-0.004139027864107581,-0.06465389801845134,5.263319193276786,-9.090189347140004,5.263319193276786,5.263319193276786,-0.49627726563132857,-0.011459087796078349,48.77971377050855,-0.0225058503120434,-0.01104676251596505,100.0,3.984857082366944
2008-01-07,-0.005902495045456924,-0.011706777754944886,-0.003162620232086577,-0.007780940110758139,0.11321435710234651,5.263319193276786,-95.42534826213162,5.263319193276786,5.263319193276786,-0.6234525421118908,-0.02722884094376145,35.7092132654588,-0.05222480476288298,-0.024995963819121527,100.0,3.9600133895874015
2008-01-08,-0.002735495939949817,0.009343632504267285,0.008583786239539037,0.005718683784079026,0.31442080219806234,5.263319193276786,90.47705903869905,-29.01968293903468,5.263319193276786,1.5056684427586786,0.012114712955426724,54.76163300054624,-0.007751375797880645,-0.01986608875330737,100.0,4.0196380615234375
2008-01-09,0.006002883964828287,0.004708289390146669,0.011334989108156002,0.008893394312162517,-0.30919591264307433,5.263319193276786,85.10587908153627,-30.02345368735628,5.263319193276786,0.4944131480349778,0.043822155744988094,72.76000793615222,0.04025119272979207,-0.0035709630151960206,100.0,4.039511680603027
2008-01-10,0.011510503954352158,0.00823541743844447,0.00647010348105681,0.007613236907880072,0.00801199708580902,5.263319193276786,74.99929207491112,-35.017573613213415,-29.01968293903468,0.0,0.05511940440705487,81.08323760335082,0.07022397035925047,0.015104565952195602,100.0,4.039511680603027
2008-01-11,0.010057135954527396,0.020027319540523614,0.022103691888144983,0.025007628052769126,0.3601193293705167,5.263319193276786,182.54402980060465,-29.278353138044878,-30.02345368735628,2.0910184418996947,0.13174919340079677,96.751491693233,0.1885315169793559,0.05678232357855914,100.0,4.123978614807129
2008-01-14,0.031917666441237946,0.024251240017591824,0.02514217801083296,0.021075497504676743,-0.12113554755362765,5.263319193276786,156.54797476766942,-30.949575755249242,-35.017573613213415,-0.12049335095466462,0.1569107698403593,93.9626098607886,0.2608288542943174,0.10391808445395813,97.23092103569513,4.119009494781494
2008-01-15,0.019805497748019985,0.010839063698335982,0.010239687756409044,0.0001230258854831856,-0.17410257198999235,5.263319193276786,48.17901824876521,-18.990812212639,-29.278353138044878,-2.0506613133840945,0.07547766553606605,67.13123601183585,0.2011903939718503,0.12571272843578424,64.52355578245889,4.034542560577393
2008-01-16,-0.014447337229111512,-0.020079875319878093,-0.013413669247217319,-0.023456783368341783,0.0044546815282269225,-29.01968293903468,-119.17326870765896,-7.409239535553908,-24.914093263828235,-2.5861923267434084,-0.08434845023288992,19.507191925325372,0.017740591611664722,0.10208904184455464,44.57582104432105,3.930201530456543
2008-01-17,-0.031401137654002764,-0.021805542338259154,-0.048037689897210245,-0.04431351545782991,0.030053647478539336,-30.02345368735628,-186.30625633291973,9.149337828805557,-21.85620384875206,-2.52843587233067,-0.28008636663340036,4.6580153403537565,-0.2545989455685875,0.025487421064812863,33.84437742151967,3.830828905105591
