date,open,high,low,close,volume,cr-ma3,cci,cr-ma1,cr-ma2,change,ppoh,kdjj_9,ppo,ppos,stochrsi
2008-01-04,0.017398507754445625,0.009069755864702156,0.015242938363353664,0.0069029469510382135,0.1379212370323617,61.01104282271865,76.41108350044222,61.01104282271865,61.01104282271865,-0.4482027325963589,0.01994641885886316,60.32784773554394,0.07101847658308227,0.05107205772421911,0.0
2008-01-07,0.0123762846666291,0.027635165567972964,0.02024168836216078,0.02741061922466903,0.2837598077886141,61.01104282271865,123.94142169393523,61.01104282271865,61.01104282271865,2.977601212328751,0.08366232639375006,75.53515599250322,0.17759418247542308,0.09393185608167302,50.08216840592261
2008-01-08,0.029565335568658258,0.010614925395904695,0.01522055641339115,0.009410723399616572,0.337357697675444,61.01104282271865,57.70382941657469,108.0264477306734,61.01104282271865,-1.5202757185609483,0.05322363667405419,67.0262086208221,0.16969260178098727,0.11646896510693308,0.0
2008-01-09,0.011643295351994265,0.004094625944856434,0.01839677822700314,0.012056667463454573,0.04632377623704009,61.01104282271865,56.28598254578292,138.95437682535177,61.01104282271865,0.5044774086224724,0.04869591993687597,67.00792252167835,0.18327230410648604,0.13457638416961007,7.214041307752744
2008-01-10,0.018589193481451716,0.0030802569926473566,0.010180921617118477,0.0031916305438330905,-0.08791830053960858,61.01104282271865,29.33958634708028,198.1680167381836,108.0264477306734,-0.823186783892782,0.01254750470114363,58.299519704147684,0.15137522812297355,0.13882772342182992,0.0
2008-01-11,0.00103073277167276,-0.005781813051635498,-0.008764694274561835,-0.011264514942538661,0.1077028321342628,61.01104282271865,-47.412026134526414,189.64866210684528,138.95437682535177,-1.5993632803834035,-0.06632145753661133,37.93846563864119,0.051526026376432846,0.11784748391304417,0.0
2008-01-14,-0.01567437782870862,-0.029937678221321207,-0.0245474676645977,-0.03639663274675131,0.017002627941818282,61.01104282271865,-141.19798012247577,206.12022221591553,198.1680167381836,-2.983229893905903,-0.21819008589546285,3.6211017764397866,-0.16588657786511168,0.052303508030351165,0.0
2008-01-15,-0.03730325942927737,-0.03738680097867453,-0.027856969800653997,-0.029543141792780947,-0.15849494148489252,61.01104282271865,-128.30059884247456,195.73055002514195,189.64866210684528,0.38172550698107877,-0.2735903192870793,-3.498952920892606,-0.30028771256158854,-0.02669739327450924,3.5210002980764785
2008-01-16,-0.023632122511121123,-0.02876125122763007,-0.03620747278730341,-0.032460683865926265,0.39103499733140956,108.0264477306734,-117.74413738549431,164.94187156450505,181.93535898371607,-0.6232197621338864,-0.31257549581169086,-1.7439870817502907,-0.4268167091417614,-0.11424121333007056,0.0
2008-01-17,-0.025486196035329978,-0.03974456177774621,-0.02906706494025968,-0.037614103870033944,-0.2926063646602609,138.95437682535177,-114.6456624782989,91.90680830831906,170.67223508386525,-0.8715975881924187,-0.3515149912959609,-5.468507315768008,-0.5618930440777394,-0.2103780527817785,0.0
