date,open,high,low,close,volume,cr-ma3,cci,cr-ma1,cr-ma2,change,ppoh,kdjj_9,ppo,ppos,stochrsi
2008-01-04,-0.016921291119374238,-0.021129666383615797,-0.029635994073747396,-0.031118655977494192,0.0859951886047905,70.96745810200156,-100.00000000000027,70.96745810200156,70.96745810200156,-3.638657048504945,-0.08653145781153337,-2.3565376065442507,-0.17140610727362132,-0.08487464946208795,100.0
2008-01-07,-0.04110451313943153,-0.04390844216900114,-0.05661596621174991,-0.054592154031972595,0.19913714877291167,70.96745810200156,-110.80759439124691,70.96745810200156,70.96745810200156,-4.166658470004481,-0.19377086265265767,-6.444533622176074,-0.37791337208024645,-0.18414250942758878,100.0
2008-01-08,-0.059872630447386554,-0.06281396172431342,-0.04581149030451526,-0.04625771726748984,-0.12185721065656341,70.96745810200156,-94.72190533114345,6.186828706451337,70.96745810200156,-0.2717300195898775,-0.21964725185667416,-8.258868433447212,-0.4967975745704562,-0.27715032271378204,100.0
2008-01-09,-0.05907627855044528,-0.06683640614821751,-0.07079647624252239,-0.07540121894259788,0.27938827670301825,70.96745810200156,-105.16136364740933,-21.325029202310148,70.96745810200156,-4.495924607773838,-0.34689597090422714,-10.642129338091877,-0.7530384293956994,-0.4061424584914723,100.0
2008-01-10,-0.07475775417144503,-0.07121831355588848,-0.07060636741910087,-0.06764484025656348,-0.12643207350806152,70.96745810200156,-95.04596438469868,-37.33056002993661,6.186828706451337,-0.28530612824021473,-0.385833049840253,-7.272887843730054,-0.9227032688433471,-0.5368702190030941,100.0
2008-01-11,-0.07651717049908158,-0.08013033067174491,-0.10081740540023854,-0.0859072150994169,0.4845751120265158,70.96745810200156,-111.87783578793106,-47.273546393984,-21.325029202310148,-3.1473559902402637,-0.4830430949531461,-0.7355243661824886,-1.1727199651005953,-0.6896768701474492,100.0
2008-01-14,-0.09732938804010116,-0.07186679726502077,-0.070861338562492,-0.05635296536572709,-0.011808453471596758,70.96745810200156,-81.3839836553176,-79.39054218337199,-37.33056002993661,2.5110779157199614,-0.402503913642549,10.7410836123851,-1.2130923582100959,-0.8105884445675469,100.0
2008-01-15,-0.06279416428261086,-0.06634874063515672,-0.07931213199070575,-0.08205270347961402,-0.02150476732380302,70.96745810200156,-89.47781854234825,-84.83818560203665,-47.273546393984,-3.602302822271619,-0.4652264685446065,6.289264257431324,-1.4101519409049235,-0.944925472360317,81.32818882715944
2008-01-16,-0.1146143157747902,-0.12321761580540658,-0.11629692267263703,-0.10690887286702178,0.460576363532641,6.186828706451337,-123.4099175673456,-87.0785933488383,-54.33087546914307,-3.7369367412846466,-0.6146152650614631,6.156006536713534,-1.731677609597956,-1.117062344536493,67.71243348234324
2008-01-17,-0.09084675659730068,-0.059193504972909206,-0.06455027191562979,-0.056336413521097195,0.7551471956493592,-21.325029202310148,-64.43089942855885,-85.5794638158995,-58.83103865675436,5.1242385228714715,-0.44480947891897427,25.58114436356475,-1.683524038923646,-1.2387145600046718,100.0
2008-01-18,-0.06266575756874426,-0.05865812515730673,-0.04936797895811684,-0.058722168144779374,0.2202434629358101,-37.33056002993661,-60.67215538895474,-83.25389813020453,-62.42100679389024,-0.7385556099513635,-0.3380617902839109,37.62165514216959,-1.6675282187747436,-1.3294664284908326,96.95862932299545
2008-01-21,-0.0726733252914763,-0.058503515126421046,-0.08453865157616036,-0.0876310456403383,0.6853913368087858,-47.273546393984,-83.32822745068471,-81.15189655087258,-64.13550657769377,-3.720244828210606,-0.4112913953507984,27.49198094697993,-1.8495622598040447,-1.4382708644532463,83.31456171852935
2008-01-22,-0.12324027240959301,-0.09074285718653752,-0.13204095023326645,-0.0782755621229918,0.7179107283137265,-54.33087546914307,-111.4789315347127,-76.4398520239683,-65.26372226209426,0.4637019604516013,-0.3979333785688608,39.91134008596359,-1.9402641926483142,-1.5423308140794534,88.40453724103905
2008-01-23,-0.08057277026814924,-0.08685542249963529,-0.1454264830576264,-0.13034136930025653,1.274741610245707,-58.83103865675436,-139.33189921349216,-70.6408751723357,-80.27121936712228,-6.461534379077549,-0.6599755780385095,27.62551362829401,-2.373317194323603,-1.7133416162850936,69.64923205545979
2008-01-24,-0.10161460825148205,-0.11891948366202287,-0.10472428097359865,-0.10177824699221194,0.2708654013253753,-62.42100679389024,-123.78094560093825,-66.93166527981639,-80.63901881300248,2.631552518247071,-0.6511392881255864,31.524928848125953,-2.531980418628425,-1.8808411305028387,93.56021088930989
2008-01-25,-0.08705963358167179,-0.09713944189686274,-0.07993809914552474,-0.08705094497293309,-0.1969661658417915,-64.13550657769377,-82.41807489230278,-64.62032233032201,-78.859734260587,1.121797765685617,-0.5393518849312167,38.00123086905794,-2.558137213870235,-2.0187853289390185,100.0
2008-01-28,-0.10872671934731903,-0.11121776868163535,-0.10417795504161509,-0.10362246718624968,-0.36035649521779434,-65.26372226209426,-104.46718767239157,-61.340251276155755,-76.25556454785794,-2.377159491887759,-0.5422312031648948,31.95388037310024,-2.6990611231706922,-2.1568299200057974,92.26018912993787
2008-01-29,-0.10385512495133764,-0.09815827598344518,-0.08530701560185605,-0.06966554395380775,-0.22352765997857726,-66.52224868811103,-64.48489098807218,-60.91852531640512,-73.93711023026327,3.4090784834564625,-0.3250742421672319,43.392456342359225,-2.5643610517294952,-2.2392868095622633,100.0
2008-01-30,-0.07452749435211636,-0.030356276754158196,-0.04883771599180564,-0.01489444227904091,0.15543764336862775,-66.16804422642684,36.9466179531005,-60.288246546562185,-71.24607391351417,5.808450646323315,0.15196001927480784,76.47080487236798,-2.0488936818972334,-2.2008537011720413,100.0
2008-01-31,-0.02569158177011177,-0.01819821851229486,-0.016793017193825643,-0.01003656819843568,-0.15678420095238244,-65.58249463175389,68.85477212042872,-60.00069580024755,-68.67918867018672,0.4451264172474323,0.4835524649308909,94.39705198006598,-1.5952877441776103,-2.078840209108501,100.0
2008-02-01,-0.0010685385884635634,0.025864642612661637,0.015275075252475956,0.05042807644494052,0.08675214301171796,-65.13413468559472,150.14608341119285,-58.04692754326003,-65.46456085944894,6.351542911551955,1.0354159611029359,110.29699024810937,-0.7826460542900417,-1.8180620153929776,100.0
2008-02-04,0.07079804578401672,0.05175350718638172,0.06722737831946302,0.05379334369599631,-0.2935526963046371,-65.04925561817018,170.68489066101603,-54.20116189762365,-63.46618054003197,0.5555544869536133,1.3652699971710986,108.28822564548656,-0.1094477722299064,-1.474717769401005,100.0
2008-02-05,0.03057180546847893,0.014484507520577061,0.03172258019466456,0.019488092186225936,-0.16393448596016813,-64.902874496875,96.16715899985053,-49.951225510832124,-61.333624936791026,-3.1767851559551974,1.3174969579591906,90.75725632042278,0.173716234059599,-1.1437807238995916,85.06827457005667
2008-02-06,-0.007974254635779943,-0.01724516067368187,-0.026539597473789978,-0.02463608645161619,-0.027094882747396132,-64.62406807642046,27.715362290871724,-44.79579050920505,-57.7707065868897,-4.4222584578436415,0.97071539180034,63.19901357329843,0.07053380738005988,-0.9001815844202802,67.99201422613869
